Title,Description
"Cashier - Orleans, ON - Indeed.com","Position Title: Cashier
Position Type: Permanent
Requisition ID: 20681
Banner: Metro
Employment Type: Part-Time
Be in the action and help make the difference when serving our customers. Become a brand ambassador and share your passion for food with our customers! Our Cash team is fundamental to Metro’s overall success, and our cashiers are significant to the shopping experience we provide to our customers.
If you are interested in joining, enjoy meeting new people and helping others, the Cash Department is waiting for you!
General Qualifications
Customer service driven
Strong Communication Skills
Retail experience considered an asset.
High attention to detail and basic level of numeracy skills
Able to stand for extended periods
Must be available to work flexible shifts which may include nights and weekends
Metro values, respects and leverages the differences and competences of all employees from a variety of different backgrounds. We will consider all qualified applicants for employment.
Metro is committed to accommodating applicants and employees with disabilities. Should you require an accommodation or wish to receive this application in an accessible format, please advise.
Only applicants that meet the qualifications will be contacted.
We respectfully request no calls or unsolicited resumes from agencies."
